,sentences
61,"['person', 'argument', 'cartoon', 'mainli', 'produc', 'kid', 'topic', 'friendship', 'fun', 'explor', 'similar', 'thing', 'anim', 'manga', 'relat', 'medium', 'mainli', 'produc', 'target', 'age', 'except', 'hentai', 'ecchi', 'seri', 'cours', 'cours', 'contain', 'kid', 'content', 'much', 'seriou', 'one', 'eg', 'one', 'love', 'death', 'conflict', 'war', 'theyr', 'simpli', 'much', 'deeper', 'draw', 'charact', 'art', 'cartoon', 'often', 'vastli', 'deform', 'otherworldli', 'emphas', 'disconnect', 'realiti', 'fun', 'part', 'anoth', 'differ', 'way', 'charact', 'evolv', 'comic', 'ive', 'read', 'episod', 'experi', 'loos', 'connect', 'charact', 'dont', 'realli', 'evolv', 'grow', 'im', 'sure', 'counterexampl', 'think', 'agre', 'charact', 'focu', 'anim', 'relat', 'medium', 'charact', 'much', 'deeper', 'cours', 'occasion', 'counterexampl', 'charact', 'much', 'bigger', 'focu', 'think', 'anim', 'manga', 'visual', 'novel', 'light', 'novel', 'western', 'book', 'seri', 'movi', 'regard', 'content', 'except', 'theyr', 'drawn', 'illustr', 'content', 'instead', 'film', 'pure', 'written', 'form', 'note', 'exampl', 'anim', 'look', 'feel', 'western', 'cartoon', 'panti', 'stock', 'garterbelt', 'look', 'aspect', 'least', 'way', 'around', 'avatar', 'last', 'airbend', 'korra']"
62,"['anim', 'cartoon', 'use', 'identifi', 'anim', 'product', 'first', 'made', 'japan', 'one', 'rest', 'world', 'show', 'detail', 'differ', 'id', 'visual', 'characterist', 'anim', 'distinct', 'facial', 'express', 'wide', 'variat', 'physic', 'characterist', 'physic', 'featur', 'charact', 'whole', 'closer', 'realiti', 'cartoon', 'cartoon', 'charact', 'usual', 'featur', 'rel', 'rest', 'bodi', 'therefor', 'realiti', 'anim', 'topicsthem', 'anim', 'concentr', 'mostli', 'life', 'issu', 'thing', 'tie', 'closer', 'human', 'emot', 'cartoon', 'gener', 'made', 'peopl', 'laugh', 'comic', 'definit', 'term', 'anim', 'english', 'dictionari', 'defin', 'word', 'japanes', 'style', 'motion', 'pictur', 'anim', 'cartoon', 'use', 'model', 'studi', 'paint', 'associ', 'caricatur', 'humor', 'satir', 'refer']"
63,"['anim', 'japanesestyl', 'cartoon', 'often', 'make', 'peopl', 'cartoon', 'ye', 'doesnt', 'mean', 'arent', 'differ', 'substanti', 'differ', 'first', 'audienc', 'main', 'object', 'differ', 'anim', 'cartoon', 'kid', 'usual', 'anim', 'censor', 'dub', 'foreign', 'countri', 'render', 'quit', 'childish', 'sometim', 'realli', 'annoy', 'origin', 'hold', 'adult', 'refer', 'scene', 'contain', 'violenc', 'true', 'anim', 'realli', 'aim', 'child', 'matur', 'audienc', 'charact', 'treat', 'quit', 'differ', 'growth', 'anim', 'charact', 'develop', 'whole', 'seri', 'exampl', 'zabuza', 'naruto', 'end', 'quit', 'likeabl', 'charact', 'beyond', 'simpli', 'antagonist', 'anim', 'cartoon', 'treat', 'theme', 'life', 'death', 'religion', 'love', 'betray', 'ethic', 'etc', 'cartoon', 'realli', 'treat', 'matter', 'quit', 'differ', 'think', 'disneystyl', 'cartoon', 'share', 'anyth', 'anim', 'term', 'treat', 'topic']"
64,"['pretti', 'difficult', 'question', 'tip', 'cartoon', 'meant', 'watch', 'kid', 'anim', 'meant', 'watch', 'age', 'seri', 'everyon', 'everi', 'theme', 'everi', 'age', 'littl', 'kid', 'doraemon', 'young', 'kid', 'pokemon', 'teenag', 'shonen', 'seri', 'teenshojo', 'adult', 'seinen', 'even', 'hentai', 'everyon', 'enjoy']"
65,"['current', 'state', 'madara', 'possibl', 'defeat', 'physic', 'attacktaijutsu', 'easili', 'deflect', 'either', 'susanoo', 'gunbai', 'war', 'fan', 'prove', 'easili', 'negat', 'bijuudama', 'shinra', 'tensei', 'wasnt', 'seen', 'yet', 'assum', 'he', 'capabl', 'im', 'even', 'start', 'talk', 'rikudo', 'mode', 'nonphys', 'attack', 'easili', 'absorb', 'preta', 'rinnegan', 'path', 'arent', 'mani', 'ultrapow', 'genjutsu', 'ninja', 'hope', 'trap', 'genjutsu', 'second', 'offshoot', 'hurt', 'hed', 'regener', 'he', 'zombi', 'weak', 'madara', 'exploit', 'harm', 'theyd', 'damag', 'badli', 'hope', 'seal']"
66,"['detect', 'conan', 'notori', 'longrun', 'seri', 'run', 'fifteen', 'year', 'hundr', 'case', 'solv', 'conan', 'made', 'friend', 'receiv', 'upgrad', 'technolog', 'cell', 'phone', 'gener', 'kept', 'audienc', 'yet', 'logic', 'inunivers', 'must', 'pass', 'shinichi', 'continu', 'absenc', 'notabl', 'he', 'gone', 'year', 'much', 'pass', 'current', 'meitantei', 'conan', 'univers']"
67,"['tag', 'indic', 'question', 'specif', 'anim', 'seri', 'tag', 'manga', 'movi', 'seri', 'realli', 'matter', 'question', 'anim']"
68,"['tag', 'indic', 'question', 'specif', 'anim', 'version', 'seri']"
69,"['matter', 'look', 'anim', 'cartoon', 'main', 'differ', 'anim', 'consid', 'japanes', 'style', 'cartoon', 'west', 'mani', 'englishlanguag', 'dictionari', 'defin', 'anim', 'japanes', 'style', 'motionpictur', 'anim', 'style', 'anim', 'develop', 'japan', 'howev', 'japan', 'term', 'anim', 'specifi', 'anim', 'nation', 'origin', 'style', 'instead', 'serf', 'blanket', 'term', 'refer', 'form', 'anim', 'around', 'world', 'foreign', 'domest', 'word', 'anim', 'loan', 'word', 'refer', 'anim', 'cartoon', 'adapt', 'english', 'word', 'anim', 'take', 'anoth', 'perspect', 'japan', 'disney', 'movi', 'refer', 'disney', 'anim', 'refer', 'certain', 'style', 'genr', 'whole', 'japanes', 'wikipedia', 'anim', 'specif', 'note', 'anim', 'japanes', 'anim', 'abbrevi', 'anim', 'outsid', 'japan', 'word', 'use', 'refer', 'medium', 'consid', 'japanes', 'anim', 'howev', 'japan', 'countri', 'origin', 'literari', 'style', 'medium', 'taken', 'account', 'appli', 'anim', 'western', 'cartoon', 'anim', 'vari', 'draw', 'style', 'base', 'staff', 'budget', 'characterset', 'design', 'anim', 'seri', 'typic', 'detail', 'averag', 'western', 'show', 'abund', 'technic', 'skill', 'artist', 'oversea', 'avail', 'west', 'reach', 'differ', 'age', 'regardless', 'initi', 'target', 'audienc', 'avatar', 'last', 'airbend', 'littl', 'poni', 'adventur', 'notabl', 'exampl', 'typic', 'western', 'cartoon', 'lightheart', 'compar', 'japanes', 'anim', 'howev', 'deal', 'matur', 'theme', 'seriou', 'cyber', 'mighti', 'max', 'dungeon', 'dragon', 'humor', 'light', 'futurama', 'south', 'park', 'simpson', 'famili', 'guy', 'western', 'cartoon', 'matur', 'adult', 'anim', 'japan', 'ask', 'averag', 'person', 'countri', 'japan', 'consid', 'childish', 'differ', 'anim', 'cartoon', 'subject', 'typic', 'come']"
70,"['tag', 'indic', 'question', 'specif', 'manga', 'seri', 'tag', 'anim', 'movi', 'seri', 'realli', 'matter', 'question', 'manga']"
71,"['tag', 'indic', 'question', 'specif', 'manga', 'seri', 'exist', 'anim', 'manga', 'movi']"
72,"['mention', 'latest', 'chapter', 'madara', 'vulner', 'taijutsu', 'grasshopp', 'said', 'overconfid', 'caus', 'drop', 'guard', 'deal', 'think', 'abl', 'harm']"
73,"['variou', 'superpow', 'ninja', 'trait', 'consid', 'blood', 'trait', 'someon', 'kakashi', 'way', 'relat', 'uchiha', 'clan', 'sharingan', 'eye', 'techniqu', 'fulli', 'transplant', 'work', 'bloodlin', 'trait', 'power', 'someon', 'bloodlin', 'trait', 'work', 'arm', 'transplant', 'arm', 'onto', 'anoth', 'person', 'two', 'peopl', 'techniqu']"
74,"['ninja', 'probabl', 'dont', 'live', 'long', 'natur', 'work', 'die', 'mission', 'war', 'raid', 'ambush', 'ninja', 'test', 'etc', 'howev', 'hand', 'ninja', 'seen', 'whove', 'live', 'past', 'usual', 'lifespan', 'seem', 'advanc', 'age', 'ninja', 'longer', 'natur', 'lifespan', 'simpli', 'cut', 'short', 'natur', 'work']"
75,"['full', 'metal', 'alchemist', 'charact', 'concept', 'realli', 'truth', 'symbol', 'purpos', 'guess', 'he', 'sort', 'inner', 'god', 'seem', 'better', 'know', 'best', 'way', 'punish', 'way', 'hurt', 'must', 'tie', 'alchemi', 'alchem', 'knowledg']"
76,"['im', 'sure', 'bloodlin', 'jutsu', 'sharingan', 'power', 'lie', 'within', 'eye', 'whoever', 'control', 'sharingan', 'eye', 'gain', 'power', 'possibl', 'gain', 'bloodin', 'jutsu', 'determin', 'actual', 'jutsu', 'locat', 'within', 'bodi', 'even', 'chakra', 'system', 'still', 'specul', 'jutsu', 'come', 'eye', 'sharingan', 'rinnegan', 'grab', 'sure', 'other', 'though']"
77,"['technic', 'stori', 'play', 'real', 'realist', 'whim', 'author', 'assum', 'case', 'appear', 'chronolog', 'order', 'youll', 'notic', 'none', 'charact', 'ever', 'age', 'even', 'graduat', 'mani', 'discrep', 'eisukekir', 'arc', 'alon', 'seriou', 'problemat', 'discrep', 'start', 'nail', 'snake', 'arc', 'took', 'place', 'week', 'new', 'year', 'continu', 'case', 'later', 'clash', 'red', 'black', 'arc', 'climax', 'certain', 'person', 'death', 'eisuk', 'vanish', 'around', 'th', 'th', 'decemb', 'chronolog', 'speak', 'year', 'pass', 'ask', 'gosho', 'aoyama']"
78,"['end', 'anim', 'aim', 'top', 'gunbust', 'takaya', 'noriko', 'amano', 'kazumi', 'must', 'travel', 'subftl', 'speed', 'speed', 'slower', 'fasterthanlight', 'reach', 'epicent', 'battl', 'earth', 'ratio', 'dilat', 'long', 'noriko', 'kazumi', 'versu', 'long', 'earth']"
79,"['let', 'disregard', 'fact', 'eye', 'naruto', 'consid', 'le', 'difficult', 'work', 'pnp', 'display', 'rin', 'cave', 'without', 'medic', 'suppli', 'coupl', 'second', 'work', 'eye', 'contain', 'dna', 'uchiha', 'eye', 'contain', 'alreadi', 'awaken', 'sharingan', 'written', 'dna', 'genet', 'inform', 'allow', 'activ', 'techniqu', 'eye', 'hold', 'includ', 'mangekyo']"
80,"['sharingan', 'transplant', 'work', 'youv', 'notic', 'kakashi', 'howev', 'wont', 'effect', 'sharingan', 'origin', 'user', 'uchiha', 'clan', 'techniqu', 'eas', 'kakashi', 'need', 'rest', 'often', 'due', 'fact', 'sinc', 'he', 'uchiha', 'member', 'techniqu', 'chakra', 'much', 'faster', 'kakashi', 'cover', 'except', 'battl', 'deactiv', 'said', 'consum', 'chakra', 'vain', 'he', 'transplant', 'danzo', 'tobi', 'transplant', 'rinnegan', 'steal', 'sasuk', 'receiv', 'new', 'eye', 'suspect', 'happen', 'transplant', 'exampl', 'top', 'head']"
81,"['gunbust', 'favorit', 'seri', 'rememb', 'learn', 'sequel', 'seri', 'call', 'diebust', 'gunbust', 'relationship', 'two', 'show', 'diebust', 'stori', 'relat', 'gunbust', 'way', 'charact', 'cross', 'show', 'diebust', 'refer', 'event', 'gunbust', 'way']"
82,"['univers', 'everyth', 'elric', 'brother', 'train', 'island', 'realiz', 'connect', 'understand', 'everyth', 'connect', 'think', 'understand', 'truth', 'understand', 'around', 'basic', 'dont', 'think', 'truth', 'god', 'least', 'usual', 'sens', 'rather', 'sort', 'law', 'run', 'everyth', 'everywher', 'around', 'howev', 'materi', 'humanoid', 'form', 'subconsci', 'whatev', 'place', 'gate']"
83,"['hikaru', 'main', 'charact', 'hikaru', 'ghostli', 'companion', 'tutor', 'train', 'game', 'sort', 'othellochess', 'hybrid', 'game', 'howev', 'halfway', 'seri', 'sai', 'end', 'disappear', 'hikaru', 'must', 'train', 'succeed', 'happen', 'sai', 'longer', 'present', 'rest', 'seri']"
84,"['gunbust', 'origin', 'releas', 'six', 'episod', 'ovum', 'sequel', 'diebust', 'origin', 'releas', 'six', 'episod', 'ovum', 'year', 'later', 'typic', 'sequel', 'releas', 'around', 'origin', 'fresh', 'mind', 'peopl', 'without', 'give', 'much', 'away', 'stori', 'somewhat', 'directli', 'connect', 'sinc', 'diebust', 'happen', 'year', 'gunbust', 'care', 'gap', 'issu', 'gunbust', 'seri', 'cut', 'two', 'movi', 'present', 'doublefeatur', 'refer', 'subtl', 'exampl', 'didnt', 'watch', 'gunbust', 'wouldnt', 'nono', 'appear', 'gunbust', 'differ', 'name', 'diebust', 'end', 'make', 'sens', 'saw', 'end', 'gunbust', 'take', 'place', 'year', 'earlier', 'wouldnt', 'understand', 'solar', 'system', 'defenc', 'system', 'attack', 'wouldnt', 'understand', 'drive', 'remov', 'dixneuf']"
85,"['far', 'lifespan', 'youd', 'judg', 'normal', 'third', 'hokag', 'sarutobi', 'let', 'around', 'train', 'orochimaru', 'tsunad', 'jiraiya', 'die', 'year', 'old', 'that', 'reason', 'lifespan', 'tsunad', 'us', 'special', 'jutsu', 'preserv', 'younger', 'state', 'old', 'jiraya', 'jiraya', 'die', 'younger', 'sarutobi', 'around', 'hair', 'proof', 'age', 'sinc', 'white', 'even', 'kid', 'tobimadara', 'wont', 'anyth', 'sinc', 'yettobefullyrev', 'charact', 'wrong', 'inform', 'might', 'given', 'point']"
86,"['realli', 'oldest', 'probabl', 'shinobi', 'aliv', 'madara', 'uchiha', 'even', 'awaken', 'rinnegan', 'summon', 'gedo', 'mazo', 'leech', 'lifeforc', 'without', 'probabl', 'die', 'reason', 'lifespan']"
87,"['henshin', 'transform', 'sequenc', 'bishoujo', 'senshi', 'sailor', 'moon', 'legendari', 'awesom', 'ever', 'chang', 'back', 'civilian', 'ident', 'im', 'request', 'either', 'video', 'link', 'screencaptur', 'panel', 'manga', 'id', 'scene', 'exampl', 'anim', 'manga', 'appreci']"
88,"['dont', 'aoi', 'bungaku', 'adapt', 'classic', 'japanes', 'novel', 'name', 'longer', 'human', 'sakura', 'mori', 'mankai', 'shita', 'kokoro', 'run', 'melo', 'spider', 'thread', 'hell', 'screen', 'ive', 'watch', 'ive', 'read', 'longer', 'human', 'im', 'interest', 'read', 'origin', 'novel', 'signific', 'differ', 'term', 'plot', 'major', 'omiss', 'chang', 'anim', 'merit', 'read', 'novel', 'end', 'longer', 'human', 'least', 'differ', 'end', 'anim', 'yozo', 'commit', 'suicid', 'end', 'book', 'get', 'sent', 'asylum', 'releas', 'isol', 'place', 'work', 'similar', 'differ', 'prefer', 'spoiler', 'possibl', 'though', 'spoiler', 'inevit']"
89,"['differ', 'subject', 'depend', 'peer', 'percept', 'keep', 'mind', 'anim', 'export', 'japan', 'actual', 'aim', 'child', 'defin', 'child', 'extend', 'teenag', 'year', 'watch', 'anim', 'hear', 'somehow', 'im', 'watch', 'cartoon', 'henc', 'im', 'childish', 'walt', 'disney', 'didnt', 'think', 'fantasia', 'child', 'either', 'watch', 'film', 'sever', 'time', 'im', 'inclin', 'agre', 'point', 'although', 'tend', 'direct', 'notabl', 'except', 'western', 'world', 'particular', 'reason', 'limit', 'cartoon', 'theme', 'kid', 'sometim', 'even', 'display', 'sarcast', 'attitud', 'give', 'seriou', 'long', 'explan', 'wouldnt', 'possibl', 'effect', 'way', 'explain', 'anim', 'differ', 'cartoon', 'kind', 'situat', 'clever', 'sentenc', 'impact', 'peopl', 'dont', 'anim', 'realiz', 'includ', 'context', 'someon', 'sarcast', 'real', 'answer', 'applic', 'section', 'question', 'probabl', 'offtop', 'easiest', 'method', 'convinc', 'someon', 'probabl', 'make', 'sit', 'show', 'grave', 'firefli', 'although', 'that', 'particularli', 'quick', 'clever']"
90,"['start', 'bleach', 'manga', 'rukia', 'stab', 'ichigo', 'heart', 'zanpakuto', 'order', 'give', 'shinigami', 'power', 'allow', 'protect', 'famili', 'hollow', 'ichigo', 'obtain', 'seal', 'zanpakuto', 'us', 'alongsid', 'rukia', 'gigai', 'fight', 'hollow', 'around', 'karakura', 'later', 'rukia', 'return', 'seireitei', 'regain', 'shinigami', 'power', 'rob', 'ichigo', 'impli', 'ichigo', 'borrow', 'power', 'rukia', 'run', 'karakura', 'arc', 'support', 'ichigo', 'gain', 'zanpakuto', 'zangetsu', 'sword', 'unseal', 'rather', 'remain', 'benign', 'state', 'ichigo', 'borrow', 'rukia', 'spirit', 'power', 'zangetsu', 'form', 'appear', 'volatil', 'le', 'prone', 'remain', 'seal', 'first', 'zanpakuto', 'ichigo', 'carri', 'rukia', 'zanpakuto', 'sode', 'shiraiyuki', 'pleas', 'provid', 'scan', 'relev', 'manga', 'panel', 'back', 'answer', 'question']"
91,"['said', 'site', 'includ', 'wikipedia', 'base', 'crossrefer', 'bakuman', 'death', 'note', 'author', 'tsugumi', 'ohba', 'actual', 'pen', 'name', 'real', 'name', 'hiroshi', 'gamo', 'anoth', 'yearold', 'mangaka', 'kind', 'onehitwond', 'couldnt', 'find', 'reliabl', 'sourc', 'verifi', 'someon', 'true', 'sourc', 'interview', 'press']"
92,"['understood', 'sai', 'fulfil', 'role', 'world', 'train', 'someon', 'passion', 'continu', 'work', 'alon', 'without', 'guidanc', 'path', 'divin', 'move', 'clear', 'he', 'longer', 'need', 'job', 'done']"
93,"['alchemi', 'full', 'metal', 'alchemist', 'base', 'concept', 'need', 'provid', 'materi', 'equal', 'valu', 'compar', 'creat', 'equival', 'exchang', 'exactli', 'work', 'amount', 'requir', 'materi', 'calcul', 'alchemist', 'sort', 'lookupt', 'guess', 'provid', 'valu', 'safe', 'side', 'becom', 'skill', 'alchemist', 'experi', 'success', 'guess', 'differ', 'alchemist', 'might', 'differ', 'special', 'skill', 'work', 'guess', 'part', 'imagin', 'prefer', 'certain', 'kind', 'alchemi', 'thu', 'gain', 'experi', 'special', 'skill', 'edit', 'madara', 'uchiha', 'answer', 'suggest', 'alway', 'materi', 'requir', 'wonder', 'situat', 'case', 'alchemist', 'success', 'none', 'le', 'exampl', 'end', 'edward', 'trade', 'alchemi', 'skill', 'exchang', 'return', 'alphons', 'bodi']"
94,"['alchemi', 'three', 'stage', 'understand', 'break', 'rebuild', 'differ', 'alchemist', 'differ', 'special', 'understand', 'part', 'learn', 'chemistri', 'gener', 'isnt', 'easi', 'dig', 'specif', 'subject', 'instanc', 'studi', 'atmospher', 'oxygen', 'roy', 'mustang', 'case', 'even', 'harder', 'henc', 'special', 'matter', 'equal', 'valu', 'mean', 'equal', 'type', 'miner', 'miner', 'organ', 'organ', 'cant', 'turn', 'stone', 'flower', 'equal', 'mass', 'work', 'well', 'accord', 'physic', 'law', 'matter', 'energi', 'conserv', 'matter', 'disappear', 'appear', 'noth', 'cant', 'input', 'matter', 'safe', 'side', 'matter', 'wont', 'use', 'alchem', 'transmut', 'best', 'result', 'rebound', 'wors']"
95,"['that', 'alchemist', 'studi', 'long', 'nation', 'alchemist', 'even', 'lot', 'book', 'explain', 'properli', 'calcul', 'amount', 'type', 'materi', 'decomjposit', 'thing', 'aim', 'exactli', 'le', 'work', 'finetun', 'understand', 'thing', 'made', 'thing', 'work', 'replic', 'wish']"
96,"['center', 'galaxi', 'parsec', 'away', 'earth', 'gunbust', 'heavili', 'damag', 'complet', 'mission', 'abl', 'escap', 'black', 'hole', 'howev', 'spent', 'least', 'day', 'sublight', 'speed', 'tri', 'outrun', 'blast', 'tri', 'long', 'distanc', 'warp', 'back', 'earth', 'find', 'suitabl', 'ether', 'space', 'warp', 'earth', 'year', 'pass', 'noriko', 'kazumi', 'day', 'hour', 'pass']"
97,"['question', 'realli', 'usual', 'especi', 'anim', 'fan', 'situat', 'dont', 'anim', 'call', 'cartoon', 'differ', 'follow', 'differ', 'think', 'anim', 'target', 'vast', 'audienc', 'kid', 'adult', 'cartoon', 'mainli', 'target', 'kid', 'except', 'cours', 'adult', 'like', 'watch', 'cartoon', 'anim', 'tackl', 'theme', 'kid', 'teen', 'adult', 'stori', 'depth', 'cartoon', 'tackl', 'theme', 'kid', 'anim', 'came', 'japanes', 'product', 'cartoon', 'came', 'product', 'anywher', 'except', 'japan', 'realli', 'tell', 'watch', 'anim', 'cartoon', 'visual', 'graphic', 'your', 'anim', 'fan', 'youll', 'mean', 'notic', 'charact', 'cartoon', 'show', 'differ', 'cartoon', 'charact', 'anoth', 'cartoon', 'show', 'look', 'howev', 'anim', 'notic', 'similar', 'look', 'think', 'best', 'way', 'explain', 'let', 'watch', 'good', 'anim', 'watch', 'cartoon', 'tell', 'saw', 'differ', 'let', 'think', 'experienc', 'experi', 'lot', 'parent', 'let', 'think', 'think', 'respect', 'ignor', 'sure', 'dont', 'disrespect', 'tri', 'defend', 'anim', 'watch', 'anim', 'doesnt', 'affect', 'attitud', 'neg']"
98,"['ichigo', 'stab', 'rukia', 'give', 'shinigami', 'power', 'lost', 'ginjo', 'regain', 'sword', 'make', 'rather', 'hard', 'believ', 'origin', 'zanpakuto']"
99,"['still', 'rumor', 'specul', 'notabl', 'death', 'note', 'bakuman', 'death', 'note', 'seminar', 'light', 'go', 'call', 'gamo', 'seminar', 'bakuman', 'refer', 'seri', 'call', 'super', 'hero', 'legend', 'concept', 'similar', 'even', 'draw', 'clear', 'refer', 'art', 'style', 'hiroshi', 'gamo', 'work', 'tottemo', 'luckyman']"
100,"['kingdom', 'heart', 'manga', 'seri', 'releas', 'new', 'volum', 'far', 'apart', 'game', 'long', 'plot', 'pretti', 'much', 'predict', 'plu', 'stop', 'kh2', 'middl', 'begin', 'kh3582']"
101,"['end', 'code', 'geass', 'r2', 'last', 'scene', 'show', 'someon', 'whose', 'face', 'wasnt', 'show', 'ride', 'horsepullingcart', 'cc', 'believ', 'inde', 'lelouch', 'previous', 'stab', 'suzaku', 'wear', 'zero', 'uniform', 'part', 'code', 'zero', 'plan', 'free', 'eleven', 'gain', 'immort', 'frequent', 'usag', 'geass', 'lelouch', 'geass', 'first', 'leveledup', 'episod', 'accident', 'order', 'sister', 'euphemia', 'kill', 'eleven', 'father', 'king', 'charl', 'beaten', 'im', 'think', 'king', 'charl', 'immort', 'transfer', 'person', 'realli', 'lelouch', 'alreadi', 'gain', 'immort']"
